year,count_date,hour,direction_of_travel,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles,count_point_id
2000,20/03/2000,12,W,0,4,515,3,48,7,0,0,0,1,1,9,579,990080
2000,20/03/2000,13,W,3,5,517,2,63,13,2,0,0,0,0,15,602,990080
2000,20/03/2000,14,W,4,5,432,3,50,11,2,0,0,0,0,13,503,990080
2000,20/03/2000,15,W,7,5,483,5,64,19,1,2,1,0,0,23,580,990080
2000,20/03/2000,16,W,5,7,596,3,74,20,0,0,0,0,0,20,700,990080
2000,20/03/2000,17,W,4,12,1035,6,60,10,1,0,0,0,1,12,1125,990080
2000,20/03/2000,18,W,2,8,836,2,30,2,0,0,0,0,0,2,878,990080
2000,25/05/2000,7,E,0,0,3,0,1,0,0,0,0,0,0,0,4,991157
2000,25/05/2000,8,E,0,0,5,0,1,1,0,0,0,0,0,1,7,991157
2000,25/05/2000,9,E,0,0,9,1,3,1,0,0,0,0,0,1,14,991157
2000,25/05/2000,10,E,0,0,8,1,0,0,0,0,0,0,0,0,9,991157
2000,25/05/2000,11,E,0,0,9,0,0,0,0,0,0,0,0,0,9,991157
2000,25/05/2000,12,E,0,0,15,0,1,3,0,0,0,0,0,3,19,991157
2000,25/05/2000,13,E,0,0,12,1,2,0,0,0,0,0,0,0,15,991157
2000,25/05/2000,14,E,0,0,7,0,3,0,0,0,0,0,0,0,10,991157
2000,25/05/2000,15,E,0,0,10,0,1,0,0,0,0,0,0,0,11,991157
2000,25/05/2000,16,E,0,0,11,0,1,0,0,0,0,0,0,0,12,991157
2000,25/05/2000,17,E,0,0,13,0,0,0,0,0,0,0,0,0,13,991157
2000,25/05/2000,18,E,1,1,15,0,0,0,0,0,0,0,0,0,16,991157
2000,25/05/2000,7,W,0,1,11,0,0,0,0,0,0,0,0,0,12,991157
2000,25/05/2000,8,W,0,0,17,0,0,1,0,0,0,0,0,1,18,991157
2000,25/05/2000,9,W,0,0,17,1,1,0,0,0,0,0,0,0,19,991157
2000,25/05/2000,10,W,0,0,11,0,1,1,0,0,0,0,0,1,13,991157
2000,25/05/2000,11,W,0,0,11,1,1,0,0,0,0,0,0,0,13,991157
2000,25/05/2000,12,W,0,0,11,0,1,3,0,0,0,0,0,3,15,991157
2000,25/05/2000,13,W,0,0,11,1,0,0,0,0,0,0,0,0,12,991157
2000,25/05/2000,14,W,0,0,8,0,3,0,0,0,0,0,0,0,11,991157
2000,25/05/2000,15,W,0,0,9,0,1,0,0,0,0,0,0,0,10,991157
2000,25/05/2000,16,W,1,0,5,0,3,0,0,0,0,0,0,0,8,991157
2000,25/05/2000,17,W,0,0,6,0,0,0,0,0,0,0,0,0,6,991157
2000,25/05/2000,18,W,0,0,11,0,0,0,0,0,0,0,0,0,11,991157
2001,11/06/2001,7,N,0,25,2193,8,183,34,1,1,16,19,14,85,2494,6910
2001,11/06/2001,8,N,0,44,2227,0,115,48,2,1,27,6,12,96,2482,6910
2001,11/06/2001,9,N,0,20,1622,11,132,51,4,0,13,26,22,116,1901,6910
2001,11/06/2001,10,N,0,8,983,20,125,44,8,0,22,29,11,114,1250,6910
2001,11/06/2001,11,N,1,26,935,11,121,73,3,3,18,12,20,129,1222,6910
2001,11/06/2001,12,N,0,12,881,6,139,53,4,3,22,19,13,114,1152,6910
2001,11/06/2001,13,N,0,14,868,2,144,59,4,2,13,17,7,102,1130,6910
2001,11/06/2001,14,N,0,27,974,2,164,63,4,0,19,21,17,124,1291,6910
2001,11/06/2001,15,N,0,16,1050,6,199,57,1,4,20,17,18,117,1388,6910
2001,11/06/2001,16,N,0,15,1497,10,283,62,0,0,13,16,24,115,1920,6910
2001,11/06/2001,17,N,2,26,2032,7,181,25,4,1,15,13,7,65,2311,6910
2001,11/06/2001,18,N,1,27,2075,5,116,18,1,0,15,19,21,74,2297,6910
2001,11/06/2001,7,S,3,24,2034,3,262,74,2,2,7,20,11,116,2439,6910
2001,11/06/2001,8,S,0,34,1783,3,137,47,3,2,6,18,14,90,2047,6910
2001,11/06/2001,9,S,0,11,1245,10,167,68,5,3,13,16,10,115,1548,6910
2001,11/06/2001,10,S,0,24,900,7,128,64,5,1,23,33,16,142,1201,6910
2001,11/06/2001,11,S,0,7,904,6,142,61,8,3,18,28,19,137,1196,6910
2001,11/06/2001,12,S,1,9,928,7,126,59,4,3,15,20,16,117,1187,6910
2001,11/06/2001,13,S,0,22,1003,3,135,32,1,0,26,18,25,102,1265,6910
2001,11/06/2001,14,S,1,16,919,7,133,28,3,0,22,25,22,100,1175,6910
2001,11/06/2001,15,S,1,13,1022,1,164,28,1,2,11,18,25,85,1285,6910
2001,11/06/2001,16,S,1,22,1369,10,144,22,1,1,2,20,16,62,1607,6910
2001,11/06/2001,17,S,2,32,1638,5,92,7,0,0,5,17,22,51,1818,6910
2001,11/06/2001,18,S,1,27,1589,1,47,4,0,0,3,24,23,54,1718,6910
2001,20/03/2001,7,N,2,10,1651,5,138,27,1,1,12,4,0,45,1849,17564
2001,20/03/2001,8,N,1,18,1853,14,85,24,0,0,24,2,1,51,2021,17564
2001,20/03/2001,9,N,0,6,1038,9,77,31,4,1,12,2,0,50,1180,17564
2001,20/03/2001,10,N,0,1,540,5,101,31,2,0,11,0,0,44,691,17564
2001,20/03/2001,11,N,0,3,476,4,107,22,0,1,14,4,0,41,631,17564
2001,20/03/2001,12,N,0,4,548,5,91,42,0,2,14,0,0,58,706,17564
2001,20/03/2001,13,N,0,2,596,0,79,24,5,6,14,1,0,50,727,17564
2001,20/03/2001,14,N,0,1,460,8,100,26,0,2,12,2,0,42,611,17564
2001,20/03/2001,15,N,1,1,488,8,93,21,1,2,8,5,0,37,627,17564
2001,20/03/2001,16,N,0,2,548,12,85,18,1,2,3,3,4,31,678,17564
2001,20/03/2001,17,N,0,4,619,3,53,10,0,0,7,4,1,22,701,17564
2001,20/03/2001,18,N,0,5,619,2,43,6,0,0,2,5,0,13,682,17564
2001,20/03/2001,7,S,0,9,554,9,104,16,2,5,4,4,1,32,708,17564
2001,20/03/2001,8,S,2,1,628,7,65,17,1,0,6,3,2,29,730,17564
2001,20/03/2001,9,S,0,1,473,7,60,26,0,1,9,1,0,37,578,17564
2001,20/03/2001,10,S,0,0,453,6,88,26,3,0,15,1,2,47,594,17564
2001,20/03/2001,11,S,0,0,484,3,84,23,3,0,10,1,1,38,609,17564
2001,20/03/2001,12,S,0,6,630,3,72,24,3,5,5,0,2,39,750,17564
2001,20/03/2001,13,S,0,5,553,1,87,8,0,1,14,1,1,25,671,17564
2001,20/03/2001,14,S,0,4,544,5,81,37,2,4,15,1,0,59,693,17564
2001,20/03/2001,15,S,1,4,661,5,102,19,0,1,4,4,6,34,806,17564
2001,20/03/2001,16,S,0,7,1162,1,102,7,0,3,1,1,1,13,1285,17564
2001,20/03/2001,17,S,0,13,1700,0,79,10,0,0,2,4,0,16,1808,17564
2001,20/03/2001,18,S,1,10,1284,0,37,2,0,0,3,0,1,6,1337,17564
2001,12/06/2001,7,N,2,5,627,2,62,3,1,1,1,0,1,7,703,26955
2001,12/06/2001,8,N,0,16,949,9,70,8,1,2,0,0,0,11,1055,26955
2001,12/06/2001,9,N,0,11,782,5,86,15,0,2,0,2,2,21,905,26955
2001,12/06/2001,10,N,0,5,433,2,65,17,1,1,0,1,0,20,525,26955
2001,12/06/2001,11,N,0,8,402,0,57,22,2,1,1,0,2,28,495,26955
2001,12/06/2001,12,N,1,6,364,2,65,26,2,2,0,1,2,33,470,26955
2001,12/06/2001,13,N,1,7,440,2,78,19,1,2,0,1,1,24,551,26955
2001,12/06/2001,14,N,0,0,328,3,63,15,1,3,0,1,0,20,414,26955
2001,12/06/2001,15,N,1,4,304,3,64,12,0,3,1,1,1,18,393,26955
2001,12/06/2001,16,N,0,3,515,2,62,13,2,1,1,1,1,19,601,26955
2001,12/06/2001,17,N,0,6,527,7,55,11,1,0,1,0,0,13,608,26955
2001,12/06/2001,18,N,0,9,443,0,56,8,0,1,0,0,1,10,518,26955
2001,12/06/2001,7,S,0,1,511,2,64,9,0,0,1,1,1,12,590,26955
2001,12/06/2001,8,S,2,3,591,1,52,20,0,1,1,1,1,24,671,26955
2001,12/06/2001,9,S,0,3,462,1,44,15,1,1,1,0,1,19,529,26955
2001,12/06/2001,10,S,0,1,382,2,34,19,2,2,1,1,0,25,444,26955
2001,12/06/2001,11,S,0,2,320,5,51,16,1,1,1,0,1,20,398,26955
2001,12/06/2001,12,S,1,2,338,2,48,22,1,0,0,2,0,25,415,26955
2001,12/06/2001,13,S,0,5,259,2,60,30,2,1,0,1,0,34,360,26955
2001,12/06/2001,14,S,1,4,412,0,59,24,2,1,0,1,0,28,503,26955
2001,12/06/2001,15,S,0,4,388,2,62,15,1,1,0,0,0,17,473,26955
2001,12/06/2001,16,S,0,9,485,1,67,16,3,2,1,0,2,24,586,26955
2001,12/06/2001,17,S,0,8,743,3,53,16,2,1,0,1,0,20,827,26955
2001,12/06/2001,18,S,1,5,780,3,59,10,1,0,1,0,0,12,859,26955
2001,27/06/2001,15,S,3,8,624,6,88,18,2,2,5,2,1,30,756,27652
2001,27/06/2001,16,S,3,16,949,10,112,20,2,1,4,2,1,30,1117,27652
2001,27/06/2001,17,S,2,25,1322,6,135,13,1,1,2,2,0,19,1507,27652
2001,27/06/2001,18,S,2,20,1665,5,80,12,0,2,3,1,0,18,1788,27652
2001,27/06/2001,7,N,4,14,1347,4,95,14,1,2,1,1,0,19,1479,27652
2001,27/06/2001,8,N,2,15,823,4,74,21,0,2,2,2,0,27,943,27652
2001,27/06/2001,9,N,2,9,546,3,72,24,0,1,5,1,0,31,661,27652
2001,27/06/2001,10,N,1,5,411,6,55,12,0,4,5,3,0,24,501,27652
2001,27/06/2001,11,N,1,5,372,5,47,16,0,5,4,1,1,27,456,27652
2001,27/06/2001,12,N,1,4,448,6,68,16,1,2,5,2,0,26,552,27652
2001,27/06/2001,13,N,3,3,502,5,63,18,1,1,6,1,1,28,601,27652
2001,27/06/2001,14,N,5,3,415,3,59,12,1,1,15,1,2,32,512,27652
2001,27/06/2001,15,N,2,3,418,2,59,17,1,2,5,2,2,29,511,27652
2001,27/06/2001,16,N,2,7,525,3,64,23,0,1,7,1,2,34,633,27652
2001,27/06/2001,17,N,1,7,659,1,48,9,1,1,4,1,1,17,732,27652
2001,27/06/2001,18,N,2,6,718,1,39,7,1,2,4,1,1,16,780,27652
2001,27/06/2001,7,S,1,5,694,8,98,31,1,0,8,2,1,43,848,27652
2001,27/06/2001,8,S,0,13,805,12,114,28,2,4,6,1,3,44,988,27652
2001,27/06/2001,9,S,4,10,742,10,82,28,1,1,6,1,0,37,881,27652
2001,27/06/2001,10,S,5,8,588,6,91,23,1,1,6,1,0,32,725,27652
2001,27/06/2001,11,S,2,2,570,5,66,30,2,1,6,1,0,40,683,27652
2001,27/06/2001,12,S,2,3,702,5,82,25,0,2,4,1,0,32,824,27652
2001,27/06/2001,13,S,2,0,673,8,63,21,0,3,4,3,1,32,776,27652
2001,27/06/2001,14,S,1,4,686,7,71,14,2,3,7,1,0,27,795,27652
2001,01/10/2001,7,N,1,3,431,5,64,7,0,0,0,1,0,8,511,37692
2001,01/10/2001,8,N,6,8,520,2,47,9,1,0,0,0,2,12,589,37692
2001,01/10/2001,9,N,0,4,354,3,38,10,1,1,0,0,0,12,411,37692
2001,01/10/2001,10,N,2,5,233,3,36,10,1,3,0,1,0,15,292,37692
2001,01/10/2001,11,N,1,1,236,2,32,15,0,1,0,0,0,16,287,37692
2001,01/10/2001,12,N,2,1,308,1,49,13,1,2,0,0,0,16,375,37692
2001,01/10/2001,13,N,0,5,259,1,40,10,0,0,0,0,0,10,315,37692
2001,01/10/2001,14,N,0,2,201,0,33,2,1,0,0,0,0,3,239,37692
2001,01/10/2001,15,N,0,1,297,4,27,9,0,0,0,0,0,9,338,37692
2001,01/10/2001,16,N,6,3,292,0,48,5,1,0,0,0,0,6,349,37692
2001,01/10/2001,17,N,1,4,517,2,26,1,1,0,0,0,0,2,551,37692
2001,01/10/2001,18,N,1,3,440,0,19,1,0,0,0,0,0,1,463,37692
2001,01/10/2001,7,S,0,3,241,2,18,7,1,0,0,0,0,8,272,37692
2001,01/10/2001,8,S,1,3,573,1,32,5,1,0,0,0,0,6,615,37692
2001,01/10/2001,9,S,2,3,464,7,27,9,1,1,1,2,0,14,515,37692
2001,01/10/2001,10,S,0,2,209,1,29,13,1,1,1,0,0,16,257,37692
2001,01/10/2001,11,S,1,1,192,1,40,15,1,1,0,0,0,17,251,37692
2001,01/10/2001,12,S,2,1,258,2,29,10,0,2,0,0,0,12,302,37692
2001,01/10/2001,13,S,0,0,251,1,30,15,1,0,0,0,0,16,298,37692
2001,01/10/2001,14,S,0,2,234,2,37,9,1,1,0,0,0,11,286,37692
2001,01/10/2001,15,S,0,2,341,3,41,13,2,1,0,0,0,16,403,37692
2001,01/10/2001,16,S,2,1,299,2,60,7,0,0,0,0,0,7,369,37692
2001,01/10/2001,17,S,2,2,427,5,39,4,1,0,0,0,0,5,478,37692
2001,01/10/2001,18,S,1,7,362,2,22,2,1,0,0,0,0,3,396,37692
2001,13/06/2001,7,E,0,28,2070,13,246,64,3,6,24,21,16,134,2491,38091
2001,13/06/2001,8,E,0,36,2635,10,165,62,1,7,24,17,16,127,2973,38091
2001,13/06/2001,9,E,0,13,1735,16,187,99,5,13,17,30,13,177,2128,38091
2001,13/06/2001,10,E,0,9,1086,14,201,90,3,14,18,25,14,164,1474,38091
2001,13/06/2001,11,E,0,6,957,10,186,92,3,9,35,31,19,189,1348,38091
2001,13/06/2001,12,E,0,17,1110,11,176,58,2,3,34,23,13,133,1447,38091
2001,13/06/2001,13,E,0,13,1470,6,162,57,4,8,13,11,32,125,1776,38091
2001,13/06/2001,14,E,0,12,1278,10,223,55,1,12,25,22,21,136,1659,38091
2001,13/06/2001,15,E,1,15,1321,11,235,50,7,6,23,29,40,155,1737,38091
2001,13/06/2001,16,E,0,19,1881,15,210,42,3,2,13,32,20,112,2237,38091
2001,13/06/2001,17,E,0,35,2413,2,170,18,2,0,5,25,30,80,2700,38091
2001,13/06/2001,18,E,0,28,2267,5,91,19,0,0,12,23,38,92,2483,38091
2001,13/06/2001,7,W,1,29,1988,8,203,52,1,9,12,28,17,119,2347,38091
2001,13/06/2001,8,W,1,45,1986,13,143,54,1,9,16,22,17,119,2306,38091
2001,13/06/2001,9,W,0,8,1470,13,168,82,6,13,20,39,22,182,1841,38091
2001,13/06/2001,10,W,0,5,1019,7,165,91,8,8,23,34,23,187,1383,38091
2001,13/06/2001,11,W,0,6,909,15,186,94,6,15,17,32,21,185,1301,38091
2001,13/06/2001,12,W,1,9,1155,4,190,92,5,5,20,28,11,161,1519,38091
2001,13/06/2001,13,W,0,10,1062,5,157,83,11,9,23,21,26,173,1407,38091
2001,13/06/2001,14,W,0,12,1076,16,156,110,8,11,27,17,23,196,1456,38091
2001,13/06/2001,15,W,1,8,1290,16,236,89,7,3,16,14,26,155,1705,38091
2001,13/06/2001,16,W,0,29,1933,12,277,50,5,1,6,35,24,121,2372,38091
2001,13/06/2001,17,W,0,32,2133,2,128,35,0,2,16,18,21,92,2387,38091
2001,13/06/2001,18,W,0,28,2012,4,98,37,8,0,17,26,16,104,2246,38091
2001,25/05/2001,12,N,1,5,502,6,36,9,1,0,0,2,1,13,562,46940
2001,25/05/2001,13,N,6,2,457,3,46,5,0,3,0,0,0,8,516,46940
2001,25/05/2001,14,N,4,1,428,1,45,8,1,2,1,0,0,12,487,46940
2001,25/05/2001,15,N,1,9,452,2,40,3,1,0,0,0,2,6,509,46940
2001,25/05/2001,16,N,6,7,435,2,32,3,2,0,1,2,0,8,484,46940
2001,25/05/2001,17,N,4,9,596,4,30,1,0,0,0,0,0,1,640,46940
2001,25/05/2001,18,N,0,6,424,3,13,2,0,0,2,1,1,6,452,46940
2001,25/05/2001,7,S,1,8,329,2,31,5,0,1,0,1,0,7,377,46940
2001,25/05/2001,8,S,7,6,630,4,42,13,0,2,1,0,0,16,698,46940
2001,25/05/2001,9,S,0,5,443,6,48,17,1,0,2,3,1,24,526,46940
2001,25/05/2001,10,S,1,4,324,7,42,16,1,1,1,0,2,21,398,46940
2001,25/05/2001,11,S,3,8,385,4,43,23,0,1,0,1,0,25,465,46940
2001,25/05/2001,12,S,6,7,484,6,54,13,1,0,0,0,1,15,566,46940
2001,25/05/2001,13,S,4,2,440,3,71,5,0,0,2,0,0,7,523,46940
2001,25/05/2001,14,S,3,2,380,1,61,10,0,0,0,2,0,12,456,46940
2001,25/05/2001,15,S,4,4,510,1,97,6,1,1,0,1,1,10,622,46940
2001,25/05/2001,16,S,10,8,441,2,47,3,1,0,0,0,0,4,502,46940
2001,25/05/2001,17,S,9,7,562,6,44,5,0,0,0,1,1,7,626,46940
2001,25/05/2001,18,S,1,9,491,3,15,1,1,0,0,2,0,4,522,46940
2001,25/05/2001,7,N,0,9,416,4,54,10,0,0,0,0,0,10,493,46940
2001,25/05/2001,8,N,8,10,546,6,42,4,0,1,0,1,2,8,612,46940
2001,25/05/2001,9,N,4,5,392,6,44,16,0,1,1,0,0,18,465,46940
2001,25/05/2001,10,N,0,3,376,4,41,8,2,2,0,1,1,14,438,46940
2001,25/05/2001,11,N,4,3,378,6,40,16,1,0,0,3,1,21,448,46940
2001,16/03/2001,7,N,2,5,603,5,100,24,0,0,3,1,2,30,743,46959
2001,16/03/2001,8,N,3,4,776,3,58,19,0,0,2,2,0,23,864,46959
2001,16/03/2001,9,N,0,2,419,1,44,9,0,0,4,1,0,14,480,46959
2001,16/03/2001,10,N,0,1,297,2,40,17,0,0,1,1,1,20,360,46959
2001,16/03/2001,11,N,0,1,248,2,55,17,0,0,4,0,0,21,327,46959
2001,16/03/2001,12,N,0,0,263,3,41,7,1,1,1,0,0,10,317,46959
2001,16/03/2001,13,N,0,3,293,1,47,13,0,1,0,0,0,14,358,46959
2001,16/03/2001,14,N,0,0,265,0,52,11,1,2,0,0,0,14,331,46959
2001,16/03/2001,15,N,0,2,279,1,49,12,3,0,1,1,0,17,348,46959
2001,16/03/2001,16,N,0,1,369,1,59,5,0,0,0,0,0,5,435,46959
2001,16/03/2001,17,N,0,0,415,2,38,3,0,2,0,0,0,5,460,46959
2001,16/03/2001,18,N,0,1,334,2,19,1,0,0,1,0,0,2,358,46959
2001,16/03/2001,7,S,0,2,268,1,36,5,0,0,1,0,2,8,315,46959
2001,16/03/2001,8,S,1,1,413,1,39,9,0,1,0,1,1,12,466,46959
2001,16/03/2001,9,S,2,1,258,1,33,11,3,4,0,1,1,20,313,46959
2001,16/03/2001,10,S,0,0,227,1,40,22,1,0,0,0,2,25,293,46959
2001,16/03/2001,11,S,0,1,211,0,66,19,0,1,0,0,0,20,298,46959
2001,16/03/2001,12,S,0,0,348,3,51,16,0,2,0,0,0,18,420,46959
2001,16/03/2001,13,S,0,7,324,0,47,17,1,3,3,0,1,25,403,46959
2001,16/03/2001,14,S,0,0,383,2,59,12,0,1,1,1,1,16,460,46959
2001,16/03/2001,15,S,0,2,421,2,98,22,0,0,1,0,0,23,546,46959
2001,16/03/2001,16,S,0,1,659,5,113,13,0,1,1,1,0,16,794,46959
2001,16/03/2001,17,S,5,2,776,5,44,13,0,0,1,0,0,14,841,46959
2001,16/03/2001,18,S,1,3,629,3,25,3,0,0,2,0,0,5,665,46959
2001,03/07/2001,7,E,0,14,514,2,64,3,1,0,0,0,0,4,598,56957
2001,03/07/2001,8,E,3,9,561,1,54,6,0,1,0,0,0,7,632,56957
2001,03/07/2001,9,E,0,2,363,2,36,6,0,1,0,1,1,9,412,56957
2001,03/07/2001,10,E,1,0,220,0,35,4,0,1,0,0,0,5,260,56957
2001,03/07/2001,11,E,6,0,167,1,28,5,2,1,0,0,0,8,204,56957
2001,03/07/2001,12,E,2,5,157,2,25,6,0,0,3,0,2,11,200,56957
2001,03/07/2001,13,E,0,1,181,0,18,11,0,0,1,0,0,12,212,56957
2001,03/07/2001,14,E,1,2,215,0,27,8,0,1,0,0,0,9,253,56957
2001,03/07/2001,15,E,0,2,199,3,21,3,0,2,0,0,0,5,230,56957
2001,03/07/2001,16,E,2,1,163,2,31,7,0,1,0,0,0,8,205,56957
2001,03/07/2001,17,E,2,2,263,1,17,0,0,0,0,0,0,0,283,56957
2001,03/07/2001,18,E,2,3,249,1,10,1,0,0,0,0,0,1,264,56957
2001,03/07/2001,7,W,1,0,248,2,29,3,1,1,0,0,0,5,284,56957
2001,03/07/2001,8,W,0,6,360,4,46,4,0,0,0,0,0,4,420,56957
2001,03/07/2001,9,W,1,1,194,2,38,6,0,0,0,0,0,6,241,56957
2001,03/07/2001,10,W,0,0,140,2,26,12,1,0,0,0,0,13,181,56957
2001,03/07/2001,11,W,0,5,178,1,39,7,1,0,0,0,0,8,231,56957
2001,03/07/2001,12,W,0,2,233,0,27,11,1,1,1,0,0,14,276,56957
2001,03/07/2001,13,W,0,7,228,1,31,4,0,1,0,0,0,5,272,56957
2001,03/07/2001,14,W,0,1,359,1,39,9,0,2,0,0,0,11,411,56957
2001,03/07/2001,15,W,0,5,348,1,57,7,1,0,1,0,0,9,420,56957
2001,03/07/2001,16,W,0,5,539,4,77,4,0,1,0,0,0,5,630,56957
2001,03/07/2001,17,W,5,9,1089,5,42,3,0,0,0,0,0,3,1148,56957
2001,03/07/2001,18,W,0,11,575,3,22,4,0,0,0,0,0,4,615,56957
2001,10/05/2001,11,E,2,2,293,0,45,8,2,1,1,0,0,12,352,73108
2001,10/05/2001,12,E,3,3,307,1,50,5,1,1,0,1,0,8,369,73108
2001,10/05/2001,13,E,3,7,327,2,41,5,0,0,0,0,0,5,382,73108
2001,10/05/2001,14,E,0,3,314,3,47,9,0,0,0,0,0,9,376,73108
2001,10/05/2001,15,E,6,2,406,2,51,4,0,0,0,0,0,4,465,73108
2001,10/05/2001,16,E,6,1,403,2,70,8,0,0,1,0,0,9,485,73108
2001,10/05/2001,17,E,5,5,459,4,28,1,0,0,0,0,0,1,497,73108
2001,10/05/2001,18,E,4,4,379,1,36,4,2,0,1,0,0,7,427,73108
2001,10/05/2001,7,W,6,6,399,3,57,2,0,0,0,0,0,2,467,73108
2001,10/05/2001,8,W,8,8,659,3,47,3,0,0,0,0,0,3,720,73108
2001,10/05/2001,9,W,2,4,313,0,44,7,0,0,0,0,0,7,368,73108
2001,10/05/2001,10,W,1,3,286,3,48,6,1,0,0,0,0,7,347,73108
2001,10/05/2001,11,W,5,2,292,1,47,7,1,2,0,1,0,11,353,73108
2001,10/05/2001,12,W,6,4,330,4,54,3,2,0,0,0,1,6,398,73108
2001,10/05/2001,13,W,1,1,306,3,43,2,0,0,0,0,0,2,355,73108
2001,10/05/2001,14,W,2,2,335,0,32,2,0,1,0,0,0,3,372,73108
2001,10/05/2001,15,W,2,4,422,4,43,8,0,0,0,0,0,8,481,73108
2001,10/05/2001,16,W,6,15,414,1,60,6,0,0,0,0,0,6,496,73108
2001,10/05/2001,17,W,7,14,493,1,31,2,1,0,0,0,0,3,542,73108
2001,10/05/2001,18,W,1,6,399,1,24,1,0,0,0,0,0,1,431,73108
2001,10/05/2001,7,E,6,6,377,0,53,4,0,0,0,0,0,4,440,73108
2001,10/05/2001,8,E,4,3,492,3,57,3,1,1,0,0,0,5,560,73108
2001,10/05/2001,9,E,5,2,365,4,45,12,0,1,1,0,0,14,430,73108
2001,10/05/2001,10,E,4,0,298,2,48,5,1,0,0,0,0,6,354,73108
2001,20/06/2001,8,W,1,2,15,2,5,4,0,0,0,0,1,5,29,919554
2001,20/06/2001,9,W,1,1,22,0,12,4,0,0,0,0,1,5,40,919554
2001,20/06/2001,10,W,0,0,20,0,19,5,0,1,0,0,0,6,45,919554
2001,20/06/2001,11,W,0,0,41,0,21,5,0,0,0,0,0,5,67,919554
2001,20/06/2001,12,W,0,0,38,1,14,1,0,0,1,0,1,3,56,919554
2001,20/06/2001,13,W,1,0,46,1,15,3,0,0,0,0,0,3,65,919554
2001,20/06/2001,14,W,1,0,33,0,12,2,0,0,0,1,0,3,48,919554
2001,20/06/2001,15,W,1,2,26,0,16,1,0,0,0,0,2,3,47,919554
2001,20/06/2001,16,W,1,0,41,0,9,2,0,0,0,0,0,2,52,919554
2001,20/06/2001,17,W,1,0,70,0,18,2,1,0,0,0,0,3,91,919554
2001,20/06/2001,18,W,1,0,66,0,7,4,0,0,0,0,0,4,77,919554
2001,20/06/2001,7,E,3,1,45,0,6,5,0,0,1,1,0,7,59,919554
2001,20/06/2001,8,E,1,1,85,0,11,1,0,0,0,0,0,1,98,919554
2001,20/06/2001,9,E,2,0,50,0,18,3,0,1,0,0,0,4,72,919554
2001,20/06/2001,10,E,2,0,41,1,16,2,0,0,0,0,0,2,60,919554
2001,20/06/2001,11,E,0,1,36,1,13,2,0,0,0,0,2,4,55,919554
2001,20/06/2001,12,E,0,0,44,1,17,0,0,0,0,0,0,0,62,919554
2001,20/06/2001,13,E,0,0,47,0,11,5,0,0,0,1,0,6,64,919554
2001,20/06/2001,14,E,1,2,38,0,23,6,0,0,0,0,0,6,69,919554
2001,20/06/2001,15,E,2,0,22,0,20,2,0,0,0,0,0,2,44,919554
2001,20/06/2001,16,E,1,0,20,1,19,4,0,0,0,0,0,4,44,919554
2001,20/06/2001,17,E,1,0,23,0,12,3,1,0,0,0,1,5,40,919554
2001,20/06/2001,18,E,1,0,19,0,9,2,0,0,0,0,1,3,31,919554
2001,20/06/2001,7,W,0,0,21,1,8,2,0,0,0,0,0,2,32,919554
2001,25/09/2001,7,N,0,16,608,2,94,18,1,3,0,0,0,22,742,966041
2001,25/09/2001,8,N,0,10,726,6,66,14,0,2,1,0,0,17,825,966041
2001,25/09/2001,9,N,0,8,467,2,46,33,2,3,0,0,0,38,561,966041
2001,25/09/2001,10,N,1,5,359,7,55,16,2,1,1,0,0,20,446,966041
2001,25/09/2001,11,N,1,4,296,3,60,16,2,1,1,0,0,20,383,966041
2001,25/09/2001,12,N,3,5,269,8,47,13,3,0,0,0,0,16,345,966041
2001,25/09/2001,13,N,0,0,299,1,49,19,4,0,0,0,1,24,373,966041
2001,25/09/2001,14,N,1,2,297,3,53,23,4,1,0,1,0,29,384,966041
2001,25/09/2001,15,N,0,2,339,7,62,22,3,0,0,0,0,25,435,966041
2001,25/09/2001,16,N,2,6,400,4,84,14,4,0,0,0,0,18,512,966041
2001,25/09/2001,17,N,0,4,571,7,50,8,0,0,0,0,0,8,640,966041
2001,25/09/2001,18,N,0,3,512,5,39,4,0,0,0,0,0,4,563,966041
2001,25/09/2001,7,S,0,3,401,8,101,20,2,1,1,0,0,24,537,966041
2001,25/09/2001,8,S,0,6,623,5,61,16,1,0,0,0,0,17,712,966041
2001,25/09/2001,9,S,0,2,373,5,51,23,1,0,2,0,0,26,457,966041
2001,25/09/2001,10,S,1,1,302,3,55,16,3,0,0,0,0,19,380,966041
2001,25/09/2001,11,S,0,6,360,4,63,23,1,2,1,0,0,27,460,966041
2001,25/09/2001,12,S,1,4,323,5,63,20,4,0,0,2,0,26,421,966041
2001,25/09/2001,13,S,3,1,353,6,57,13,4,1,0,1,0,19,436,966041
2001,25/09/2001,14,S,1,1,258,7,63,11,3,1,0,0,0,15,344,966041
2001,25/09/2001,15,S,0,0,302,2,57,11,0,0,0,0,1,12,373,966041
2001,25/09/2001,16,S,0,6,347,3,78,14,1,0,0,0,0,15,449,966041
2001,25/09/2001,17,S,1,16,518,2,46,9,0,0,0,1,0,10,592,966041
